https://www.annualcreditreport.com/index.action	"Annual Credit Report"
https://www.befrugal.com/	"BeFrugal"
https://www.consumerfinance.gov/	"Consumer Finance"
https://www.fdic.gov/	"FDIC"
https://www.myfico.com/	"FICO Score"
https://consumer.risk.lexisnexis.com/request	"LexisNexis Consumer Request"
https://www.ncua.gov/consumers/financial-literacy-resources	"National Credit Union Administration: Financial Literacy &amp; Education Resource Center"
